Year,Team,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
2008,Sacramento St.,4,24,64.5,77.0,-12.54,-1.9,-7.21,-10.29,-17.5
2008,Arkansas Pine Bluff,13,18,60.3,64.5,-4.19,-12.56,-15.83,-1.97,-17.8
2008,Longwood,9,22,68.4,77.2,-8.84,-4.92,-7.54,-11.19,-18.73
2008,Texas Southern,7,25,62.8,74.7,-11.88,-9.03,-10.36,-10.55,-20.91
2008,Prairie View A&M,8,22,65.9,76.2,-10.3,-9.7,-8.84,-12.52,-21.36
2008,Howard,6,26,56.8,70.9,-14.09,-7.73,-16.65,-5.82,-22.46
2008,Alcorn St.,7,24,67.7,78.9,-11.13,-11.47,-6.78,-16.34,-23.12
2008,Grambling St.,7,19,66.7,77.1,-10.42,-12.41,-8.64,-14.85,-23.49
2008,Maryland Eastern Shore,4,28,58.7,74.8,-16.13,-7.82,-12.77,-10.98,-23.75
2009,North Carolina,34,4,89.8,72.0,17.84,8.35,23.85,1.6,25.46
2009,Connecticut,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17
2009,Pittsburgh,31,5,77.4,64.4,12.97,8.61,12.17,9.04,21.21
2009,Memphis,33,4,75.1,58.8,16.3,4.63,8.53,12.4,20.92
2009,Louisville,31,6,74.3,61.8,12.46,8.41,8.93,11.93,20.87
2009,Duke,30,7,77.5,65.9,11.57,9.07,11.97,8.12,20.1
2009,Missouri,31,7,81.5,67.7,13.82,6.72,15.46,4.1,19.56
2009,UCLA,26,9,75.5,64.0,11.46,7.19,11.55,7.1,18.64
2009,West Virginia,23,12,72.0,61.8,10.23,8.34,7.32,11.26,18.57
2009,Oklahoma,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07
2009,Kansas,27,8,76.4,65.4,10.97,7.9,10.34,7.68,18.02
2009,Gonzaga,28,6,78.9,63.0,15.94,3.55,12.22,5.74,17.95
2009,Michigan St.,31,7,72.0,63.7,8.34,9.37,9.33,8.39,17.71
2009,Villanova,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45
2009,Syracuse,28,10,80.2,71.7,8.45,9.48,16.69,0.54,17.24
2009,Washington,26,9,78.6,69.5,9.11,8.19,14.93,1.85,16.78
2009,Arizona St.,25,10,69.4,60.5,8.89,7.82,4.72,11.98,16.7
2009,Purdue,27,10,69.1,59.8,9.27,7.17,6.57,9.87,16.44
2009,Wake Forest,24,7,81.0,70.7,10.23,7.36,14.58,1.06,15.63
2009,Clemson,23,9,78.3,68.0,10.31,6.59,12.43,3.13,15.56
2009,BYU,25,8,77.1,65.2,11.94,4.15,11.73,3.39,15.12
2009,Marquette,25,10,78.3,69.5,8.77,7.87,12.58,2.48,15.06
2009,Texas,23,12,72.3,65.6,6.74,8.09,6.31,8.52,14.83
2009,Xavier,27,8,71.7,61.9,9.8,4.65,6.01,8.44,14.45
2009,Georgetown,16,15,69.3,63.9,5.42,8.97,5.15,9.25,14.39
2009,Illinois,24,10,64.8,57.2,7.65,6.73,1.32,13.06,14.38
2009,USC,22,13,68.5,63.5,4.94,9.15,3.36,10.74,14.09
2009,Oklahoma St.,23,12,80.9,74.5,6.34,7.44,14.62,-0.84,13.78
2009,Tennessee,21,13,78.4,72.5,5.88,7.71,11.93,1.67,13.6
2009,California,22,11,74.9,68.8,6.09,7.21,11.18,2.12,13.3
2009,Florida,25,11,77.1,67.4,9.64,3.88,8.71,4.11,12.83
2009,Kentucky,22,14,74.1,66.3,7.86,4.82,5.69,7.0,12.69
2009,Utah,24,10,71.2,64.6,6.65,5.72,5.36,7.24,12.59
2009,Baylor,24,15,76.0,70.1,5.97,7.93,9.87,2.66,12.54
2009,Ohio St.,22,11,66.8,62.0,4.85,8.23,4.13,8.35,12.48
2009,Wisconsin,20,13,63.8,59.0,4.79,8.43,0.85,11.58,12.43
2009,Notre Dame,21,15,75.8,70.7,5.08,8.7,10.89,1.37,12.26
2009,Kansas St.,22,12,75.2,66.6,8.53,5.24,8.22,3.96,12.18
2009,Michigan,21,14,66.9,63.2,3.66,9.74,4.72,7.18,11.9
2009,Arizona,21,14,72.3,69.2,3.09,8.8,9.13,2.75,11.88
2009,LSU,27,8,74.8,66.2,8.6,3.27,6.87,5.0,11.87
2009,Miami FL,19,13,72.7,66.3,6.31,9.04,5.72,6.05,11.76
2009,San Diego St.,26,10,67.1,59.6,7.47,4.74,1.13,10.41,11.54
2009,Florida St.,25,10,68.3,64.9,3.46,7.91,2.53,8.84,11.37
2009,New Mexico,22,12,73.8,66.1,7.76,3.6,6.53,4.84,11.37
2009,Minnesota,22,11,66.3,61.6,4.76,7.19,3.39,7.93,11.32
2009,Washington St.,17,16,59.2,55.4,3.79,7.5,-6.22,17.51,11.29
2009,Maryland,21,14,71.8,69.1,2.66,8.99,6.63,4.48,11.1
2009,Stanford,20,14,73.2,68.6,4.59,6.91,9.03,1.55,10.58
2009,Texas A&M,24,10,71.8,67.1,4.68,6.13,4.94,5.58,10.52
2009,Boston College,22,12,74.4,70.5,3.85,7.23,8.48,1.88,10.36
2009,Butler,26,6,67.8,57.9,9.81,2.07,1.93,8.13,10.07
2009,UAB,22,12,72.4,66.0,6.38,3.67,5.82,4.23,10.05
2009,Auburn,24,12,72.8,65.4,7.39,3.56,5.66,4.28,9.93
2009,Saint Mary's,28,7,73.4,64.1,9.31,1.49,5.62,3.9,9.52
2009,Penn St.,27,11,67.0,62.6,4.39,5.71,2.83,6.66,9.49
2009,Utah St.,30,5,72.4,62.0,10.43,0.07,2.67,6.66,9.33
2009,Mississippi St.,23,13,74.4,68.9,5.5,4.62,6.45,2.65,9.1
2009,Temple,22,12,68.6,63.5,5.15,3.9,1.28,7.77,9.05
2009,Nebraska,18,13,64.5,60.4,4.1,4.82,-1.63,10.54,8.92
2009,Virginia Tech,19,15,72.6,70.7,1.91,6.88,6.19,2.61,8.79
2009,South Carolina,21,10,78.2,71.3,6.97,4.2,11.16,-2.38,8.78
2009,Creighton,27,8,73.3,65.5,7.77,0.92,7.32,1.37,8.69
2009,UNLV,21,11,68.8,64.4,4.34,4.34,3.2,5.48,8.68
2009,Northwestern,17,14,63.5,60.5,2.94,6.93,0.06,8.5,8.56
2009,Tulsa,25,11,66.8,61.4,5.42,4.84,-0.03,8.44,8.41
2009,North Carolina St.,16,14,73.0,69.6,3.4,6.74,5.54,2.84,8.38
2009,Davidson,27,8,77.8,65.9,11.94,-3.33,6.29,1.97,8.26
2009,Houston,21,12,75.8,68.5,7.33,1.29,7.61,0.65,8.26
2009,Vanderbilt,19,12,70.5,65.6,4.9,3.81,2.95,5.22,8.18
2009,Siena,27,8,77.4,70.3,7.06,0.99,10.28,-2.22,8.05
2009,Rhode Island,23,11,79.3,72.6,6.68,1.21,11.38,-3.49,7.89
2009,Cincinnati,18,14,68.3,66.3,2.0,6.77,2.92,4.91,7.83
2009,Illinois St.,24,10,71.0,63.4,7.62,1.52,4.78,3.06,7.83
2009,Providence,19,14,78.1,76.7,1.39,7.23,12.54,-4.72,7.82
2009,VCU,24,10,71.8,63.4,8.35,-0.65,4.23,3.48,7.7
2009,Seton Hall,17,15,74.3,72.8,1.41,6.47,8.91,-1.38,7.53
2009,Dayton,27,8,66.8,61.4,5.4,1.76,-0.85,8.0,7.16
2009,Cleveland St.,26,11,66.4,59.5,6.81,2.12,-1.24,8.21,6.97
2009,UTEP,23,14,75.4,71.9,3.46,3.21,8.68,-2.01,6.67
2009,Iowa,15,17,60.2,59.6,0.59,6.84,-3.1,9.75,6.65
2009,Niagara,26,9,76.1,67.7,8.46,-2.25,6.88,-0.67,6.21
2009,North Dakota St.,26,7,80.6,69.1,11.52,-2.72,9.61,-3.43,6.18
2009,Duquesne,21,13,78.9,74.7,4.18,2.48,12.02,-5.98,6.04
2009,Virginia,10,18,70.0,72.5,-2.46,8.34,3.31,2.56,5.87
2009,Mississippi,16,15,72.7,72.3,0.42,5.41,6.99,-1.16,5.82
2009,Green Bay,22,11,72.7,66.5,6.15,0.73,5.31,0.32,5.63
2009,Northern Iowa,23,11,67.4,63.5,3.88,2.24,0.73,4.91,5.63
2009,Georgia Tech,12,19,71.2,71.5,-0.26,7.32,4.42,1.14,5.56
2009,Alabama,18,14,73.4,70.4,2.97,3.99,4.62,0.87,5.49
2009,Texas Tech,14,19,77.7,79.0,-1.33,8.04,9.94,-4.89,5.04
2009,Vermont,24,9,76.8,67.3,9.42,-4.27,7.48,-2.85,4.64
2009,Nevada,21,13,70.6,66.1,4.44,1.4,2.3,1.98,4.28
2009,St. John's,16,18,65.9,67.6,-1.65,6.83,-0.05,4.33,4.28
2009,Oregon St.,18,18,60.8,63.3,-2.5,7.55,-4.89,9.14,4.25
2009,Saint Joseph's,17,15,68.3,66.3,2.0,2.21,0.77,3.44,4.21
2009,Arkansas,14,16,74.6,73.8,0.83,3.89,5.98,-2.2,3.79
2009,George Mason,22,11,66.3,60.6,5.76,-1.98,-2.44,6.22,3.78
2009,Oral Roberts,16,15,70.8,66.4,4.39,-0.05,2.43,1.25,3.68
2009,Western Kentucky,25,9,72.2,67.0,5.18,-1.23,4.09,-0.41,3.68
2009,Iowa St.,15,17,64.9,65.6,-0.69,5.68,-1.91,5.39,3.48
2009,La Salle,18,13,71.2,68.9,2.32,1.12,3.77,-0.32,3.45
2009,Akron,23,13,66.8,60.3,6.44,-2.01,-1.16,4.52,3.37
2009,East Tennessee St.,23,11,78.1,70.1,8.06,-1.87,6.16,-2.95,3.21
2009,Wright St.,20,13,60.5,57.5,2.97,0.23,-6.25,9.45,3.2
2009,Miami OH,17,13,61.6,58.9,2.7,0.46,-4.92,8.08,3.16
2009,Portland,19,13,70.3,67.3,2.97,-0.05,2.15,0.73,2.89
2009,Old Dominion,25,10,66.7,60.3,6.37,-2.23,-2.99,5.85,2.86
2009,Cornell,21,10,73.6,64.7,8.84,-4.01,3.6,-0.9,2.71
2009,Cal St. Northridge,17,14,73.6,70.3,3.35,-0.14,6.41,-3.76,2.65
2009,South Florida,9,22,59.0,64.6,-5.55,8.18,-5.1,7.73,2.63
2009,Richmond,20,16,69.9,67.5,2.42,1.08,0.62,1.98,2.61
2009,Bradley,21,15,67.1,66.3,0.78,1.95,0.85,1.63,2.48
2009,New Mexico St.,17,15,76.3,74.4,1.97,0.28,8.26,-6.01,2.25
2009,TCU,14,17,63.8,64.1,-0.32,3.96,-2.19,4.42,2.23
2009,Pacific,21,13,66.3,62.4,3.94,-1.59,-3.64,5.86,2.22
2009,Wichita St.,17,17,62.9,62.5,0.41,2.08,-3.87,5.92,2.05
2009,Northeastern,19,13,62.5,60.4,2.16,-0.24,-4.81,6.72,1.91
2009,Evansville,17,14,67.1,65.7,1.39,2.29,0.03,1.85,1.87
2009,Oakland,23,13,75.0,70.7,4.25,-1.6,5.81,-4.01,1.8
2009,UCF,17,14,71.7,69.9,1.81,1.26,2.33,-0.6,1.73
2009,Jacksonville,18,14,73.8,69.1,4.78,-0.05,4.78,-3.16,1.62
2009,Southern Miss,15,17,66.8,66.7,0.09,3.81,-0.38,1.91,1.54
2009,Oregon,8,23,67.4,76.1,-8.77,10.28,4.48,-2.97,1.51
2009,Buffalo,21,12,65.3,63.0,2.33,-0.9,-1.89,3.33,1.44
2009,Drake,17,16,64.5,62.5,1.97,1.41,-2.76,4.08,1.32
2009,Portland St.,23,10,73.2,68.5,4.7,-3.16,3.32,-2.18,1.14
2009,Weber St.,21,10,70.2,66.3,3.87,-2.39,1.24,-0.13,1.11
2009,Stephen F. Austin,24,8,65.6,56.1,9.5,-3.21,-8.35,9.45,1.1
2009,Rutgers,11,21,63.2,66.6,-3.44,6.6,-3.91,4.98,1.07
2009,Saint Louis,18,14,61.8,60.8,1.03,0.99,-5.19,6.21,1.02
2009,Illinois Chicago,16,15,67.3,65.6,1.68,0.02,0.63,0.36,0.98
2009,Charlotte,11,20,68.7,70.4,-1.68,2.47,1.33,-0.53,0.79
2009,Wyoming,19,14,74.9,74.2,0.64,3.53,6.97,-6.31,0.67
2009,Kent St.,19,15,68.9,64.7,4.24,-0.97,1.05,-0.39,0.66
2009,Massachusetts,12,18,71.5,73.7,-2.17,3.54,3.93,-3.29,0.64
2009,Belmont,20,13,76.6,70.7,5.88,-1.37,4.99,-4.6,0.39
2009,Southern Illinois,13,18,63.4,65.7,-2.29,3.19,-2.56,2.92,0.35
2009,Marshall,15,17,71.1,70.5,0.66,2.73,1.8,-1.66,0.14
2009,Bowling Green,19,14,64.4,61.2,3.21,-1.75,-3.59,3.68,0.09
2009,Tennessee Martin,22,10,78.8,70.1,8.78,-4.9,5.37,-5.31,0.06
2009,American,24,8,64.5,59.1,5.44,-5.49,-4.88,4.83,-0.05
2009,Colorado,9,22,62.9,67.5,-4.52,5.04,-3.79,3.73,-0.06
2009,Murray St.,19,12,68.4,63.2,5.16,-3.95,-4.13,4.04,-0.09
2009,San Diego,16,16,61.7,61.0,0.63,1.57,-7.09,6.73,-0.37
2009,Sam Houston St.,18,12,76.0,69.3,6.7,-2.59,3.42,-3.81,-0.39
2009,Milwaukee,17,14,68.0,68.0,0.0,0.8,1.82,-2.36,-0.54
2009,Santa Clara,16,17,65.6,64.2,1.36,0.41,-2.87,2.32,-0.55
2009,Idaho,17,16,65.9,65.7,0.27,-0.15,-3.03,2.47,-0.56
2009,Little Rock,23,8,66.4,63.4,3.06,-3.72,-2.83,2.17,-0.66
2009,Robert Morris,24,11,70.5,65.4,5.11,-5.23,-0.32,-0.38,-0.7
2009,Drexel,15,14,61.7,61.2,0.48,-1.28,-6.54,5.74,-0.8
2009,Boise St.,19,13,72.8,72.3,0.44,0.54,2.98,-3.93,-0.95
2009,James Madison,21,15,70.6,68.5,2.08,-2.91,0.57,-1.71,-1.14
2009,North Texas,20,12,77.3,74.7,2.56,-2.77,6.63,-7.77,-1.14
2009,Colorado St.,9,22,69.1,74.2,-5.1,3.88,3.85,-5.01,-1.16
2009,DePaul,9,24,64.3,72.4,-8.09,6.88,-1.13,-0.08,-1.21
2009,Tulane,14,17,65.1,66.3,-1.23,0.9,-3.56,2.26,-1.3
2009,Middle Tennessee,18,14,70.4,66.1,4.38,-2.78,-2.65,1.34,-1.32
2009,Charleston,27,9,77.3,72.7,4.58,-5.87,4.85,-6.18,-1.33
2009,Mount St. Mary's,19,14,67.9,63.0,4.91,-5.78,-3.71,2.24,-1.47
2009,Ohio,15,17,64.8,65.0,-0.16,-1.4,-2.07,0.51,-1.56
2009,Long Beach St.,15,15,71.3,72.6,-1.3,-0.27,2.49,-4.06,-1.57
2009,UC Santa Barbara,16,15,65.5,65.2,0.29,-1.1,-3.7,1.96,-1.74
2009,Georgia,12,20,64.9,69.9,-5.0,5.5,-1.88,0.07,-1.81
2009,Missouri St.,11,20,60.9,64.0,-3.13,1.9,-5.47,3.57,-1.9
2009,Indiana,6,25,60.1,70.6,-10.58,8.98,-2.81,0.78,-2.03
2009,George Washington,10,18,66.2,68.6,-2.39,0.31,-2.55,0.47,-2.08
2009,Fairfield,17,15,65.4,67.3,-1.84,-0.44,-2.91,0.62,-2.29
2009,Morgan St.,23,12,66.7,62.3,4.31,-6.53,-4.34,2.05,-2.29
2009,UT Arlington,16,14,78.0,74.1,3.93,-3.37,6.16,-8.53,-2.37
2009,Louisiana Tech,15,18,63.3,63.1,0.15,-1.98,-5.44,3.06,-2.38
2009,Hawaii,13,17,64.0,65.2,-1.17,-1.34,-5.23,2.72,-2.51
2009,St. Bonaventure,15,15,70.1,71.2,-1.07,-1.12,1.64,-4.21,-2.57
2009,Lipscomb,17,14,76.4,69.7,6.68,-3.49,3.39,-5.97,-2.58
2009,Boston University,17,13,68.6,66.3,2.3,-4.91,-1.11,-1.5,-2.61
2009,South Alabama,20,13,69.7,66.8,2.94,-3.75,-2.83,0.21,-2.62
2009,Rider,19,13,72.0,71.0,1.0,-2.98,2.95,-5.57,-2.63
2009,San Jose St.,13,17,67.5,68.0,-0.53,0.44,1.04,-3.68,-2.64
2009,Eastern Kentucky,18,13,72.5,66.5,6.0,-5.45,-1.24,-1.57,-2.82
2009,IUPUI,16,14,65.5,63.3,2.17,-2.51,-5.4,2.49,-2.92
2009,Montana,17,12,65.7,64.4,1.28,-3.53,-5.79,2.87,-2.92
2009,Air Force,10,21,58.7,62.5,-3.71,2.37,-11.05,8.06,-2.99
2009,East Carolina,13,17,72.5,73.8,-1.27,1.26,4.2,-7.2,-3.0
2009,Nicholls St.,20,11,65.5,60.2,5.26,-4.08,-7.82,4.74,-3.08
2009,Morehead St.,20,16,69.8,67.0,2.78,-3.61,-2.83,-0.31,-3.14
2009,Idaho St.,13,19,65.3,68.3,-3.0,0.17,-2.58,-0.64,-3.22
2009,Iona,12,19,62.3,63.1,-0.87,-2.37,-6.2,2.96,-3.24
2009,Binghamton,23,9,70.0,67.4,2.59,-5.62,-0.42,-2.85,-3.27
2009,SMU,9,21,64.6,68.2,-3.67,3.62,-3.37,0.11,-3.27
2009,VMI,24,8,93.8,85.5,8.28,-7.49,19.22,-22.52,-3.3
2009,Indiana St.,11,21,63.1,68.2,-5.06,2.04,-2.8,-0.59,-3.38
2009,Hofstra,21,11,66.5,66.4,0.06,-2.9,-2.75,-0.67,-3.42
2009,Texas A&M Corpus Chris,18,15,68.3,67.5,0.82,-1.46,-3.31,-0.18,-3.49
2009,Holy Cross,18,14,64.6,62.3,2.34,-5.91,-5.27,1.71,-3.56
2009,Troy,19,13,78.1,77.2,0.94,-4.22,7.12,-10.76,-3.64
2009,Manhattan,16,14,64.4,64.2,0.13,-3.4,-4.54,0.45,-4.09
2009,Fresno St.,13,21,67.6,69.8,-2.15,0.96,-0.25,-3.86,-4.11
2009,UC Davis,13,19,73.1,74.1,-1.06,-3.4,3.5,-7.63,-4.13
2009,Austin Peay,19,14,75.3,74.2,1.09,-3.69,3.94,-8.14,-4.2
2009,Cal St. Fullerton,15,17,73.3,73.6,-0.34,-1.26,2.36,-6.55,-4.2
2009,Sacred Heart,17,14,73.5,69.9,3.55,-6.85,2.18,-6.58,-4.4
2009,Valparaiso,9,22,61.3,65.5,-4.23,2.22,-5.52,1.09,-4.43
2009,The Citadel,20,13,66.8,64.7,2.18,-5.98,-5.2,0.73,-4.48
2009,Radford,21,12,75.5,71.9,3.61,-4.37,1.05,-5.6,-4.55
2009,Northern Colorado,14,18,70.6,70.8,-0.22,-3.64,0.44,-5.02,-4.57
2009,Denver,15,16,60.8,60.4,0.39,-4.97,-10.69,6.11,-4.58
2009,UTSA,19,13,75.1,71.4,3.72,-4.17,1.26,-5.93,-4.67
2009,Texas St.,14,16,81.5,77.3,4.2,-3.93,6.9,-11.64,-4.73
2009,Stony Brook,16,14,65.0,60.9,4.1,-6.49,-5.93,1.11,-4.82
2009,Delaware,13,19,67.9,70.1,-2.19,-2.64,0.08,-4.91,-4.83
2009,Lamar,15,15,73.3,71.9,1.4,-1.04,0.18,-5.18,-5.0
2009,Rice,10,22,63.8,71.0,-7.28,3.18,-4.39,-0.66,-5.05
2009,UC Riverside,17,13,60.2,60.6,-0.4,-3.76,-9.93,4.7,-5.22
2009,Youngstown St.,11,19,66.0,68.9,-2.87,-0.11,-1.56,-3.69,-5.25
2009,Navy,19,11,71.0,68.6,2.33,-7.68,0.38,-5.72,-5.35
2009,Liberty,23,12,75.5,71.2,4.31,-5.49,0.91,-6.29,-5.39
2009,Arkansas St.,13,17,66.5,64.9,1.6,-4.31,-5.97,0.55,-5.42
2009,Purdue Fort Wayne,13,17,65.7,68.5,-2.83,-0.64,-2.7,-2.72,-5.42
2009,Southern Utah,11,20,65.1,68.2,-3.13,-2.12,-5.32,-0.12,-5.44
2009,McNeese St.,11,18,63.9,64.3,-0.41,-3.99,-7.59,2.12,-5.47
2009,Ball St.,14,17,57.9,59.7,-1.84,-3.02,-10.21,4.71,-5.5
2009,Loyola Chicago,14,18,63.3,67.3,-4.0,-0.67,-5.32,-0.18,-5.51
2009,Loyola MD,12,20,67.1,71.7,-4.59,-0.65,-1.69,-3.96,-5.65
2009,Western Michigan,10,21,61.9,64.6,-2.77,-3.19,-5.64,-0.05,-5.69
2009,UC Irvine,12,19,65.4,68.8,-3.42,-1.8,-3.73,-2.08,-5.8
2009,South Dakota St.,13,20,69.1,71.1,-2.0,-1.45,-0.78,-5.05,-5.83
2009,San Francisco,11,19,67.7,70.4,-2.77,0.3,-0.69,-5.22,-5.91
2009,Chicago St.,19,13,84.2,80.5,3.63,-4.51,7.96,-13.93,-5.97
2009,William & Mary,10,20,61.5,63.4,-1.97,-2.79,-8.73,2.77,-5.97
2009,Alabama St.,22,10,68.8,63.3,5.53,-11.2,-5.83,-0.3,-6.13
2009,Georgia St.,12,20,60.3,63.6,-3.34,-1.83,-9.1,2.98,-6.13
2009,Northern Arizona,8,19,66.5,67.7,-1.26,-1.7,-4.02,-2.12,-6.14
2009,Southeastern Louisiana,13,17,70.9,66.9,4.0,-2.89,-4.67,-1.55,-6.22
2009,Chattanooga,18,17,75.9,76.8,-0.86,-3.13,3.75,-10.0,-6.25
2009,Louisiana,10,20,66.6,70.5,-3.9,-2.23,-2.57,-3.73,-6.3
2009,Montana St.,14,17,66.2,69.4,-3.19,-2.45,-2.97,-3.42,-6.38
2009,Canisius,11,20,62.9,67.6,-4.77,-1.68,-6.14,-0.31,-6.46
2009,Albany,15,16,64.0,65.7,-1.74,-4.11,-6.44,-0.19,-6.63
2009,Tennessee Tech,12,18,73.6,73.0,0.67,-4.68,1.3,-7.94,-6.64
2009,Stetson,13,17,66.3,68.6,-2.3,1.17,-2.33,-4.56,-6.88
2009,LIU,16,14,70.6,68.6,2.03,-8.63,0.09,-7.01,-6.92
2009,Wofford,16,14,68.8,69.0,-0.17,-5.45,-3.52,-3.52,-7.04
2009,Central Michigan,12,19,62.2,65.1,-2.9,-4.15,-6.13,-0.93,-7.06
2009,Mercer,17,15,74.8,75.9,-1.16,0.12,1.44,-8.54,-7.1
2009,Eastern Washington,12,18,63.5,68.5,-5.0,-1.81,-6.35,-0.78,-7.13
2009,Western Carolina,16,15,74.0,72.6,1.35,-5.13,-0.6,-6.57,-7.17
2009,Marist,10,23,64.0,69.4,-5.39,-1.85,-4.47,-2.78,-7.24
2009,Yale,13,15,63.3,63.7,-0.43,-5.17,-7.61,0.32,-7.29
2009,Towson,12,22,65.1,70.6,-5.47,-1.27,-1.61,-5.69,-7.3
2009,Harvard,14,14,67.5,67.4,0.07,-6.05,-1.74,-5.82,-7.57
2009,FIU,13,20,62.8,67.9,-5.12,-1.52,-6.35,-1.37,-7.71
2009,Penn,10,18,65.5,69.1,-3.57,-3.33,-2.97,-4.81,-7.78
2009,Princeton,13,14,57.8,57.2,0.59,-7.66,-13.55,5.74,-7.82
2009,Campbell,14,16,72.1,71.8,0.37,-3.42,-3.78,-4.19,-7.97
2009,Detroit Mercy,7,23,56.5,64.6,-8.1,0.65,-9.76,1.69,-8.08
2009,Jacksonville St.,11,17,70.1,70.8,-0.68,-4.78,-4.15,-4.06,-8.2
2009,Samford,16,16,61.6,62.2,-0.56,-6.38,-11.86,3.58,-8.28
2009,Lehigh,15,14,63.9,63.0,0.93,-8.28,-5.81,-2.5,-8.31
2009,Cal Poly,7,21,65.1,70.1,-5.07,-1.32,-3.91,-4.41,-8.32
2009,Gardner Webb,13,17,74.0,74.8,-0.8,-5.04,0.03,-8.36,-8.32
2009,Saint Peter's,11,19,59.3,63.7,-4.37,-3.43,-10.71,2.32,-8.39
2009,Appalachian St.,13,18,76.0,76.8,-0.81,-5.44,3.2,-11.64,-8.44
2009,UMBC,15,17,65.7,69.0,-3.28,-4.16,-4.06,-4.68,-8.74
2009,Quinnipiac,15,16,66.4,67.4,-0.97,-8.57,-5.81,-3.35,-9.16
2009,Eastern Illinois,12,18,64.5,66.1,-1.53,-5.47,-8.8,-0.38,-9.18
2009,New Hampshire,14,16,62.5,64.5,-2.0,-5.57,-9.45,0.05,-9.4
2009,Jackson St.,18,15,69.9,70.5,-0.64,-8.22,-2.36,-7.14,-9.5
2009,Coppin St.,13,19,63.8,67.5,-3.69,-4.59,-6.2,-3.36,-9.56
2009,Florida Atlantic,6,26,65.0,72.5,-7.5,-2.1,-3.59,-6.1,-9.68
2009,New Orleans,11,19,62.1,66.7,-4.57,-4.08,-9.23,-0.55,-9.79
2009,Columbia,12,16,60.3,62.1,-1.82,-6.46,-11.08,1.17,-9.92
2009,Northern Illinois,10,20,66.2,70.8,-4.6,-5.13,-2.75,-7.25,-10.0
2009,Army,11,19,58.0,60.8,-2.73,-7.59,-12.96,2.86,-10.11
2009,UMKC,7,24,64.8,73.0,-8.23,-1.25,-3.88,-6.23,-10.11
2009,South Carolina St.,17,14,69.9,67.5,2.39,-9.47,-3.93,-6.38,-10.31
2009,Central Connecticut,13,17,64.8,68.1,-3.33,-6.76,-6.82,-3.53,-10.35
2009,Wagner,16,14,67.4,68.3,-0.93,-8.6,-4.45,-5.94,-10.39
2009,Toledo,7,25,59.2,67.9,-8.75,-0.96,-8.48,-2.0,-10.48
2009,Hampton,16,16,57.8,59.4,-1.59,-7.58,-13.75,2.96,-10.79
2009,Tennessee St.,12,18,72.8,78.4,-5.6,-4.47,-0.29,-10.5,-10.79
2009,Western Illinois,9,20,58.7,65.1,-6.48,-4.04,-12.68,1.82,-10.86
2009,Pepperdine,9,23,61.7,73.2,-11.5,1.88,-7.04,-4.19,-11.23
2009,Maine,9,21,66.0,69.5,-3.5,-4.4,-5.53,-5.81,-11.33
2009,UNC Asheville,15,16,72.9,77.7,-4.81,-4.19,0.07,-11.41,-11.34
2009,Winthrop,11,19,61.1,66.4,-5.27,-4.54,-12.42,0.96,-11.46
2009,Bucknell,7,23,64.3,71.7,-7.47,-4.12,-4.71,-6.87,-11.59
2009,Eastern Michigan,8,24,57.3,63.8,-6.44,-1.79,-12.37,0.68,-11.69
2009,Coastal Carolina,11,20,69.3,70.7,-1.45,-6.98,-5.66,-6.08,-11.74
2009,Louisiana Monroe,10,20,65.4,71.8,-6.47,-3.2,-3.87,-7.88,-11.75
2009,Elon,11,20,65.8,70.9,-5.03,-4.62,-7.95,-4.01,-11.97
2009,Longwood,17,14,77.4,75.8,1.65,-6.51,2.36,-14.74,-12.38
2009,Brown,9,19,61.1,67.8,-6.64,-5.02,-7.86,-4.53,-12.39
2009,Bethune Cookman,17,16,58.4,58.8,-0.45,-9.76,-15.96,3.55,-12.41
2009,Prairie View A&M,17,16,70.2,67.7,2.52,-9.81,-6.19,-6.27,-12.47
2009,St. Francis NY,10,20,65.7,70.9,-5.27,-6.66,-6.11,-6.55,-12.66
2009,North Carolina A&T,16,16,67.0,66.8,0.22,-8.37,-5.59,-7.4,-13.0
2009,High Point,9,21,64.4,66.7,-2.33,-5.89,-12.86,-0.25,-13.1
2009,Hartford,7,26,60.5,70.2,-9.64,-2.93,-9.22,-4.02,-13.24
2009,Colgate,10,20,56.7,63.2,-6.47,-6.12,-14.19,0.93,-13.26
2009,Dartmouth,9,19,62.5,67.8,-5.25,-6.03,-7.87,-5.41,-13.28
2009,Norfolk St.,13,18,68.4,71.6,-3.23,-9.49,-1.63,-11.68,-13.31
2009,Georgia Southern,8,22,70.5,78.8,-8.3,-3.7,-1.63,-11.87,-13.5
2009,UT Rio Grande Valley,10,17,65.3,69.3,-4.0,-3.01,-9.97,-3.71,-13.68
2009,UNC Wilmington,7,25,71.3,83.5,-12.28,-0.66,2.59,-16.41,-13.82
2009,Charleston Southern,9,20,69.0,72.1,-3.14,-5.46,-6.67,-7.4,-14.07
2009,Lafayette,8,22,65.3,73.2,-7.93,-6.14,-3.81,-10.26,-14.08
2009,Fordham,3,25,61.4,76.6,-15.21,1.08,-6.2,-7.94,-14.14
2009,Delaware St.,8,24,57.7,65.6,-7.84,-4.78,-13.02,-1.51,-14.53
